,Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
7381,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1962,1962,?C,-1.448,Fc,Calculated data
7382,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1963,1963,?C,0.765,Fc,Calculated data
7383,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1964,1964,?C,-3.206,Fc,Calculated data
7384,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1965,1965,?C,1.126,Fc,Calculated data
7385,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1966,1966,?C,-2.139,Fc,Calculated data
7386,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1967,1967,?C,-0.587,Fc,Calculated data
7387,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1968,1968,?C,-0.737,Fc,Calculated data
7388,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1969,1969,?C,0.215,Fc,Calculated data
7389,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1970,1970,?C,-1.141,Fc,Calculated data
7390,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1971,1971,?C,0.845,Fc,Calculated data
7391,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1972,1972,?C,-1.053,Fc,Calculated data
7392,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1973,1973,?C,1.768,Fc,Calculated data
7393,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1974,1974,?C,-0.141,Fc,Calculated data
7394,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1975,1975,?C,2.784,Fc,Calculated data
7395,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1976,1976,?C,-1.751,Fc,Calculated data
7396,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1977,1977,?C,2.451,Fc,Calculated data
7397,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1978,1978,?C,0.689,Fc,Calculated data
7398,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1979,1979,?C,-2.964,Fc,Calculated data
7399,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1980,1980,?C,1.084,Fc,Calculated data
7400,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1981,1981,?C,1.896,Fc,Calculated data
7401,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1982,1982,?C,0.716,Fc,Calculated data
7402,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1983,1983,?C,1.441,Fc,Calculated data
7403,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1984,1984,?C,1.821,Fc,Calculated data
7404,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1985,1985,?C,-1.809,Fc,Calculated data
7405,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1986,1986,?C,-2.312,Fc,Calculated data
7406,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1987,1987,?C,-1.355,Fc,Calculated data
7407,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1988,1988,?C,-0.313,Fc,Calculated data
7408,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1989,1989,?C,-3.349,Fc,Calculated data
7409,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1990,1990,?C,-1.869,Fc,Calculated data
7410,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1991,1991,?C,-1.432,Fc,Calculated data
7411,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1992,1992,?C,-0.953,Fc,Calculated data
7412,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1993,1993,?C,-0.722,Fc,Calculated data
7413,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1994,1994,?C,-1.118,Fc,Calculated data
7414,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1995,1995,?C,-1.706,Fc,Calculated data
7415,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1996,1996,?C,-2.901,Fc,Calculated data
7416,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1997,1997,?C,-0.839,Fc,Calculated data
7417,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1998,1998,?C,0.032,Fc,Calculated data
7418,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,1999,1999,?C,-0.719,Fc,Calculated data
7419,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2000,2000,?C,-1.422,Fc,Calculated data
7420,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2001,2001,?C,0.194,Fc,Calculated data
7421,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2002,2002,?C,2.062,Fc,Calculated data
7422,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2003,2003,?C,-1.127,Fc,Calculated data
7423,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2004,2004,?C,-0.529,Fc,Calculated data
7424,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2005,2005,?C,-1.167,Fc,Calculated data
7425,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2006,2006,?C,0.441,Fc,Calculated data
7426,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2007,2007,?C,2.93,Fc,Calculated data
7427,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2008,2008,?C,-0.218,Fc,Calculated data
7428,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2009,2009,?C,4.358,Fc,Calculated data
7429,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2010,2010,?C,2.5,Fc,Calculated data
7430,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2011,2011,?C,-2.663,Fc,Calculated data
7431,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2012,2012,?C,-0.473,Fc,Calculated data
7432,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2013,2013,?C,-3.116,Fc,Calculated data
7433,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2014,2014,?C,2.161,Fc,Calculated data
7434,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2015,2015,?C,-1.138,Fc,Calculated data
7435,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2016,2016,?C,1.218,Fc,Calculated data
7436,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2017,2017,?C,1.268,Fc,Calculated data
7437,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2018,2018,?C,3.55,Fc,Calculated data
7438,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2019,2019,?C,0.221,Fc,Calculated data
7439,ET,Temperature change,30,Antarctica,7271,Temperature change,7005,May,2020,2020,?C,1.394,Fc,Calculated data
7440,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1961,1961,?C,3.399,Fc,Calculated data
7441,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1962,1962,?C,3.378,Fc,Calculated data
7442,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1963,1963,?C,2.356,Fc,Calculated data
7443,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1964,1964,?C,3.082,Fc,Calculated data
7444,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1965,1965,?C,2.824,Fc,Calculated data
7445,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1966,1966,?C,-2.133,Fc,Calculated data
7446,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1967,1967,?C,-1.761,Fc,Calculated data
7447,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1968,1968,?C,-0.239,Fc,Calculated data
7448,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1969,1969,?C,0.544,Fc,Calculated data
7449,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1970,1970,?C,-1.49,Fc,Calculated data
7450,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1971,1971,?C,-2.224,Fc,Calculated data
7451,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1972,1972,?C,0.075,Fc,Calculated data
7452,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1973,1973,?C,-0.835,Fc,Calculated data
7453,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1974,1974,?C,0.747,Fc,Calculated data
7454,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1975,1975,?C,-2.234,Fc,Calculated data
7455,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1976,1976,?C,-0.826,Fc,Calculated data
7456,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1977,1977,?C,1.498,Fc,Calculated data
7457,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1978,1978,?C,-1.241,Fc,Calculated data
7458,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1979,1979,?C,0.072,Fc,Calculated data
7459,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1980,1980,?C,0.04,Fc,Calculated data
7460,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1981,1981,?C,0.405,Fc,Calculated data
7461,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1982,1982,?C,-1.426,Fc,Calculated data
7462,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1983,1983,?C,-1.976,Fc,Calculated data
7463,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1984,1984,?C,-4.203,Fc,Calculated data
7464,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1985,1985,?C,3.262,Fc,Calculated data
7465,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1986,1986,?C,-3.587,Fc,Calculated data
7466,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1987,1987,?C,1.77,Fc,Calculated data
7467,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1988,1988,?C,1.377,Fc,Calculated data
7468,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1989,1989,?C,-2.579,Fc,Calculated data
7469,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1990,1990,?C,0.874,Fc,Calculated data
7470,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1991,1991,?C,0.382,Fc,Calculated data
7471,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1992,1992,?C,2.085,Fc,Calculated data
7472,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1993,1993,?C,-2.706,Fc,Calculated data
7473,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1994,1994,?C,2.914,Fc,Calculated data
7474,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1995,1995,?C,-0.072,Fc,Calculated data
7475,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1996,1996,?C,-1.417,Fc,Calculated data
7476,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1997,1997,?C,1.206,Fc,Calculated data
7477,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1998,1998,?C,1.97,Fc,Calculated data
7478,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,1999,1999,?C,0.392,Fc,Calculated data
7479,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2000,2000,?C,0.221,Fc,Calculated data
7480,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2001,2001,?C,0.633,Fc,Calculated data
7481,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2002,2002,?C,-2.246,Fc,Calculated data
7482,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2003,2003,?C,-4.006,Fc,Calculated data
7483,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2004,2004,?C,-2.086,Fc,Calculated data
7484,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2005,2005,?C,-0.423,Fc,Calculated data
7485,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2006,2006,?C,0.358,Fc,Calculated data
7486,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2007,2007,?C,4.732,Fc,Calculated data
7487,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2008,2008,?C,-1.941,Fc,Calculated data
7488,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2009,2009,?C,2.744,Fc,Calculated data
7489,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2010,2010,?C,-1.142,Fc,Calculated data
7490,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2011,2011,?C,-1.679,Fc,Calculated data
7491,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2012,2012,?C,-0.879,Fc,Calculated data
7492,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2013,2013,?C,4.044,Fc,Calculated data
7493,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2014,2014,?C,1.48,Fc,Calculated data
7494,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2015,2015,?C,-0.908,Fc,Calculated data
7495,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2016,2016,?C,-0.456,Fc,Calculated data
7496,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2017,2017,?C,-1.163,Fc,Calculated data
7497,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2018,2018,?C,4.584,Fc,Calculated data
7498,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2019,2019,?C,-2.636,Fc,Calculated data
7499,ET,Temperature change,30,Antarctica,7271,Temperature change,7006,June,2020,2020,?C,2.126,Fc,Calculated data
7500,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1961,1961,?C,0.016,Fc,Calculated data
7501,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1962,1962,?C,-0.316,Fc,Calculated data
7502,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1963,1963,?C,0.497,Fc,Calculated data
7503,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1964,1964,?C,2.519,Fc,Calculated data
7504,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1965,1965,?C,-2.59,Fc,Calculated data
7505,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1966,1966,?C,1.354,Fc,Calculated data
7506,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1967,1967,?C,2.498,Fc,Calculated data
7507,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1968,1968,?C,-1.781,Fc,Calculated data
7508,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1969,1969,?C,-3.355,Fc,Calculated data
7509,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1970,1970,?C,0.422,Fc,Calculated data
7510,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1971,1971,?C,-0.908,Fc,Calculated data
7511,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1972,1972,?C,0.175,Fc,Calculated data
7512,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1973,1973,?C,0.222,Fc,Calculated data
7513,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1974,1974,?C,-0.456,Fc,Calculated data
7514,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1975,1975,?C,-1.361,Fc,Calculated data
7515,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1976,1976,?C,-0.266,Fc,Calculated data
7516,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1977,1977,?C,2.749,Fc,Calculated data
7517,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1978,1978,?C,0.237,Fc,Calculated data
7518,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1979,1979,?C,-3.255,Fc,Calculated data
7519,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1980,1980,?C,0.799,Fc,Calculated data
7520,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1981,1981,?C,3.682,Fc,Calculated data
7521,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1982,1982,?C,1.526,Fc,Calculated data
7522,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1983,1983,?C,-3.109,Fc,Calculated data
7523,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1984,1984,?C,3.312,Fc,Calculated data
7524,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1985,1985,?C,-0.711,Fc,Calculated data
7525,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1986,1986,?C,0.242,Fc,Calculated data
7526,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1987,1987,?C,0.022,Fc,Calculated data
7527,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1988,1988,?C,-0.418,Fc,Calculated data
7528,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1989,1989,?C,2.275,Fc,Calculated data
7529,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1990,1990,?C,3.128,Fc,Calculated data
7530,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1991,1991,?C,3.164,Fc,Calculated data
7531,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1992,1992,?C,0.049,Fc,Calculated data
7532,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1993,1993,?C,0.375,Fc,Calculated data
7533,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1994,1994,?C,0.164,Fc,Calculated data
7534,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1995,1995,?C,4.15,Fc,Calculated data
7535,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1996,1996,?C,4.134,Fc,Calculated data
7536,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1997,1997,?C,-3.972,Fc,Calculated data
7537,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1998,1998,?C,0.548,Fc,Calculated data
7538,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,1999,1999,?C,-1.661,Fc,Calculated data
7539,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2000,2000,?C,0.284,Fc,Calculated data
7540,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2001,2001,?C,0.271,Fc,Calculated data
7541,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2002,2002,?C,4.282,Fc,Calculated data
7542,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2003,2003,?C,-1.829,Fc,Calculated data
7543,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2004,2004,?C,-5.023,Fc,Calculated data
7544,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2005,2005,?C,-1.219,Fc,Calculated data
7545,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2006,2006,?C,-3.338,Fc,Calculated data
7546,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2007,2007,?C,2.429,Fc,Calculated data
7547,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2008,2008,?C,3.094,Fc,Calculated data
7548,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2009,2009,?C,3.157,Fc,Calculated data
7549,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2010,2010,?C,0.565,Fc,Calculated data
7550,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2011,2011,?C,2.245,Fc,Calculated data
7551,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2012,2012,?C,-0.902,Fc,Calculated data
7552,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2013,2013,?C,1.306,Fc,Calculated data
7553,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2014,2014,?C,-0.842,Fc,Calculated data
7554,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2015,2015,?C,-1.437,Fc,Calculated data
7555,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2016,2016,?C,-1.891,Fc,Calculated data
7556,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2017,2017,?C,0.187,Fc,Calculated data
7557,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2018,2018,?C,1.51,Fc,Calculated data
7558,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2019,2019,?C,1.564,Fc,Calculated data
7559,ET,Temperature change,30,Antarctica,7271,Temperature change,7007,July,2020,2020,?C,0.815,Fc,Calculated data
7560,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1961,1961,?C,2.058,Fc,Calculated data
7561,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1962,1962,?C,-0.648,Fc,Calculated data
7562,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1963,1963,?C,4.005,Fc,Calculated data
7563,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1964,1964,?C,0.949,Fc,Calculated data
7564,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1965,1965,?C,1.939,Fc,Calculated data
7565,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1966,1966,?C,-1.782,Fc,Calculated data
7566,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1967,1967,?C,-0.638,Fc,Calculated data
7567,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1968,1968,?C,-1.411,Fc,Calculated data
7568,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1969,1969,?C,0.485,Fc,Calculated data
7569,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1970,1970,?C,-0.817,Fc,Calculated data
7570,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1971,1971,?C,0.167,Fc,Calculated data
7571,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1972,1972,?C,4.206,Fc,Calculated data
7572,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1973,1973,?C,-0.531,Fc,Calculated data
7573,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1974,1974,?C,2.898,Fc,Calculated data
7574,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1975,1975,?C,-1.906,Fc,Calculated data
7575,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1976,1976,?C,-3.233,Fc,Calculated data
7576,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1977,1977,?C,1.085,Fc,Calculated data
7577,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1978,1978,?C,-2.72,Fc,Calculated data
7578,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1979,1979,?C,-0.972,Fc,Calculated data
7579,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1980,1980,?C,-0.935,Fc,Calculated data
7580,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1981,1981,?C,4.228,Fc,Calculated data
7581,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1982,1982,?C,-1.826,Fc,Calculated data
7582,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1983,1983,?C,0.588,Fc,Calculated data
7583,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1984,1984,?C,0.787,Fc,Calculated data
7584,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1985,1985,?C,1.599,Fc,Calculated data
7585,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1986,1986,?C,1.314,Fc,Calculated data
7586,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1987,1987,?C,-4.991,Fc,Calculated data
7587,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1988,1988,?C,2.663,Fc,Calculated data
7588,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1989,1989,?C,3.334,Fc,Calculated data
7589,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1990,1990,?C,-0.881,Fc,Calculated data
7590,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1991,1991,?C,1.019,Fc,Calculated data
7591,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1992,1992,?C,-0.412,Fc,Calculated data
7592,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1993,1993,?C,-3.095,Fc,Calculated data
7593,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1994,1994,?C,-1.029,Fc,Calculated data
7594,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1995,1995,?C,-1.22,Fc,Calculated data
7595,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1996,1996,?C,4.21,Fc,Calculated data
7596,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1997,1997,?C,-0.432,Fc,Calculated data
7597,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1998,1998,?C,-1.55,Fc,Calculated data
7598,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,1999,1999,?C,1.912,Fc,Calculated data
7599,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2000,2000,?C,0.523,Fc,Calculated data
7600,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2001,2001,?C,-2.529,Fc,Calculated data
7601,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2002,2002,?C,1.396,Fc,Calculated data
7602,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2003,2003,?C,3.08,Fc,Calculated data
7603,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2004,2004,?C,-0.158,Fc,Calculated data
7604,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2005,2005,?C,0.18,Fc,Calculated data
7605,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2006,2006,?C,1.437,Fc,Calculated data
7606,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2007,2007,?C,0.58,Fc,Calculated data
7607,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2008,2008,?C,0.074,Fc,Calculated data
7608,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2009,2009,?C,-0.37,Fc,Calculated data
7609,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2010,2010,?C,1.318,Fc,Calculated data
7610,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2011,2011,?C,3.749,Fc,Calculated data
7611,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2012,2012,?C,-1.522,Fc,Calculated data
7612,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2013,2013,?C,5.09,Fc,Calculated data
7613,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2014,2014,?C,0.718,Fc,Calculated data
7614,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2015,2015,?C,-1.055,Fc,Calculated data
7615,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2016,2016,?C,3.436,Fc,Calculated data
7616,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2017,2017,?C,-0.235,Fc,Calculated data
7617,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2018,2018,?C,3.146,Fc,Calculated data
7618,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2019,2019,?C,-0.137,Fc,Calculated data
7619,ET,Temperature change,30,Antarctica,7271,Temperature change,7008,August,2020,2020,?C,-1.286,Fc,Calculated data
7620,ET,Temperature change,30,Antarctica,7271,Temperature change,7009,September,1961,1961,?C,1.908,Fc,Calculated data
7621,ET,Temperature change,30,Antarctica,7271,Temperature change,7009,September,1962,1962,?C,0.851,Fc,Calculated data
7622,ET,Temperature change,30,Antarctica,7271,Temperature change,7009,September,1963,1963,?C,3.659,Fc,Calculated data
